name,line
707,…Don’t get so surprised.
YOOSUNG,Okay…
707,The disease called “Pass Out After Drinking Caffeine Syndrome”
707,It
707,exists
707,for sure.
707,I look at foreign reports every day.
707,Wiki picture
YOOSUNG,!!!
707,…It’s a rare disease.
MC,Last year there were about 1024 deaths in the country…
707,Oh! That number’s nice. It’s the 10th multiple of 2.
YOOSUNG,Omg. Can’t believe I have such a serious disease T_T
YOOSUNG,I’m so svchoecked to type pertoperly T_T
YOOSUNG,What’s going to happen to me T_T
YOOSUNG,Am I gonna faint soon???
707,According to my data
707,u’ll faint some time between 9 and 10.
YOOSUNG,T_T…
YOOSUNG,I guess it could have been worse. I don’t have class in the morning.
MC,A stroke of good luck in this misfortune.
YOOSUNG,I should at least pass out at home T_T
707,Ya
YOOSUNG,crying emoji
YOOSUNG,Thanks for telling me Seven.
707,lol it’s nothing
MC,Call me if anything happens.
YOOSUNG,Okay. Thank you so much T_T
707,Oh.
707,I recommend drinking chocolate milk before u faint.
707,U have to increase ur blood pressure if u want to wake up faster.
707,I’m worried…T_T
YOOSUNG,Okay…
YOOSUNG,Thank you. MC you too…
MC,No need ^^
YOOSUNG,I should know my body better.
YOOSUNG,Never knew I had something like this…
YOOSUNG,It’s confusing but…
YOOSUNG,I’ll deal with it wisely.
707,Ya. Dealing it wisely is the way to go.
707,…I’m glad to be of help.
707,"Ur young, so u’ll wake up quickly if u do faint, so don’t worry too much."
YOOSUNG,Okay…
YOOSUNG,I shouldn’t drink coffee anymore.
707,Oh… I got work again.
707,Arrgghh!! Stress!!!
YOOSUNG,Both Jumin and u
YOOSUNG,u guys r buried with work.
YOOSUNG,crying emoji
707,Can’t do anything about it…
707,Then I’ll get going.
YOOSUNG,Yup!
YOOSUNG,Have a good night!!
707,lol
MC,"Seven, look out for my health too."
707,U can trust me… ^^
YOOSUNG,That’s good thinking…MC.
YOOSUNG,T_T What am I gonna do..
YOOSUNG,MC…
YOOSUNG,If I faint and don’t wake up…
YOOSUNG,Can u wake me up with a… a… a kiss?
YOOSUNG,I’m not trying to be weird.
YOOSUNG,I just want to wake up and help open the party…
MC,I’ll wake you up…
YOOSUNG,Oh…! Thank you.
YOOSUNG,Blushing emoji
YOOSUNG,"First, I should get some chocolate milk…"
YOOSUNG,I’m gonna go to the supermarket~!
MC,"Jaehee, are you still waiting for Jumin?"
JAEHEE,"Oh, MC."
JAEHEE,You remembered ^^
JAEHEE,No.
JAEHEE,Mr. Han came back safely an hour ago…
JAEHEE,I turned on the messenger since he’d be home by now.
MC,"Hello,  Jaehee."
JAEHEE,Hello.
JAEHEE,Hmm..
JAEHEE,…;;
JAEHEE,“Pass Out After Drinking Caffeine Syndrome”
JAEHEE,How childish.
MC,Seven is really funny lol
JAEHEE,"Still, he should not go out of line."
JAEHEE,"Men tend to be more aggressive, so I’ll just leave it…"
MC,I feel bad for Yoosung.
JAEHEE,I agree.
JAEHEE,It’s a bit… too much to make fun of a person younger than yourself.
JAEHEE,"Mr. Han, are you back?"
JUMIN,Yes.
MC,"Jumin, how was your flight?"
JUMIN,It was fine.
JUMIN,Although Assistant Kang wasn’t there to greet me.
JUMIN,"Why didn’t you come to the airport, Assistant Kang?"
JAEHEE,I suddenly had to run an errand so the general manager went to greet you instead.
JUMIN,"Yes. Thanks to that, it was awkward on my way home."
MC,How was the meeting with the Oil Prince?
JUMIN,"You have a fairly good memory to remember who I was meeting, MC."
JAEHEE,I see you are interested in what’s going on with the organization.
JUMIN,The meeting…
JUMIN,"went okay. He said he wanted to see some Korean dramas, so I have him some DVDs"
JAEHEE,Which DVDs?
JUMIN,It was called… Love and Warrior or Battle?
JUMIN,The reviews said it’s fun. The Korean wave is pretty amazing.
JAEHEE,Hmm;; Yes.
JAEHEE,That’s a relief.
MC,Why don’t we invite the Oil Prince to the party?
JUMIN,I think that’s a good idea.
JAEHEE,It is. I didn’t think of it before.
JAEHEE,I will contact his assistant.
JAEHEE,"Since I took care of the errand, I’ll return to the company."
JUMIN,No.
JUMIN,You should rest today.
JUMIN,^^
JAEHEE,??
JAEHEE,Why are you suddenly being so generous?
JAEHEE,Did you drink oil instead of water…?
JUMIN,No.
MC,"Jaehee, I think that’s a bit rude."
JUMIN,It’s not rude but
JUMIN,I hope you do not misconstrue my genuine intentions.
MC,How hard did you make her work for her to say that…?
JAEHEE,…^^
JAEHEE,I will not say a thing.
JUMIN,"Elizabeth the 3rd had such a rough time in a foreign environment, so I want to take care of her at home."
JAEHEE,"In other words, you will not go to work."
JAEHEE,So I get to stay home… as well?
JUMIN,Haha yes.
JAEHEE,What should I tell Mr. Chairman?
JUMIN,Tell him the Oil Prince liked me so much that he wanted to do a phone conference.
MC,You really like the cat.
JUMIN,Haha…
JUMIN,She’s my love.
JAEHEE,-_-
MC,Still I do not think it’s right to skip work.
JAEHEE,I think so as well.
MC,Jaehee was on standby the whole weekend because of you.
JAEHEE,Oh. You do not have to mention that…
JUMIN,Did the girls form an alliance? Funny.
JUMIN,"Anyways, I said I’m not going."
JUMIN,I can’t risk her getting a cold.
JAEHEE,Alright.
JUMIN,I will go to bed with Elizabeth the 3rd.
JUMIN,Good bye.
JAEHEE,Mr. Han…?
JAEHEE,I think that Mr. Han is incredibly intelligent and talented.
JAEHEE,Except… at times he puts me in trouble by doing whatever he desires.
MC,It may be difficult but what can you do…
JAEHEE,…
JAEHEE,My hobby is my only escape route.
MC,"Cheer up, Jaehee!"
JAEHEE,Thank you.
JAEHEE,You may just be saying it… but sometimes those words help me a great deal.
JAEHEE,After all
JAEHEE,I am only an assistant.
JAEHEE,This is a photo I took last year.
JAEHEE,When I look at this photo
JAEHEE,I think once again about where I stand.
JAEHEE,I…
JAEHEE,am only a helper.
JAEHEE,My emotions do not matter.
MC,Don’t say sad things like that.
JAEHEE,I am becoming emotional.
JAEHEE,…Thank you for listening to me.
JAEHEE,I mean it.
MC,Everything will work out.
JAEHEE,Yes. I hope so.
JAEHEE,I have to go finish up writing a report so I’ll have to go.
JAEHEE,Thank you for your kind words.
JAEHEE,Then…
MC,"Good bye, Jaehee."
MC,"Jaehee, are you busy today?"
JAEHEE,Yes. Same as usual.
MC,Hello.
JAEHEE,Hello.
JAEHEE,"Actually I had something to tell you, MC"
JAEHEE,…I felt a bit melancholic last night so I surfed the net.
JAEHEE,And I came across a volunteer organization called Homeless Rescue Team.
JAEHEE,The organization seemed diligent and clean…
JAEHEE,So I made a personal donation.
JAEHEE,…I hope it goes to good use.
MC,You did something good ^^
JAEHEE,Thank you. ^^
MC,Why that organization?
JAEHEE,My criteria for a good charity organization is its transparency and efficiency.
JAEHEE,"I thought the organization met the two standards, so I made a donation."
JAEHEE,Although the better way would be for me to do the volunteering work myself…
MC,"If that’s the case, how about inviting the group to the party?"
JAEHEE,That’s a good idea.
JAEHEE,I haven’t known it for long… so I’ll look into the organization more and have them contact you.
MC,Those are good standards.
JAEHEE,Thank you for thinking so.
JAEHEE,My heart feels warmer on days I make a donation.
JAEHEE,I recommend any member who has money to spare to try making a donation.
707,Ya. I donated a lot too.
MC,"Hello, 707."
707,Heya MC.
JAEHEE,That’s unexpected. Where did you donate to?
707,A group of developers… and what was the other place.
707,Anyways I donated my talent and gave some lectures. lol
YOOSUNG,Seven T_T
MC,"Yoosung, why are you crying."
YOOSUNG,MC…
YOOSUNG,The time is coming…
MC,I never knew you did things like that.
707,Ahem lol
707,I went to the developers meeting and gave them USBs with viruses as gifts ^^
JAEHEE,That is not donating…
707,Everyone will study to try to get rid of it.
707,"Ultimately, it brings good results ^^"
707,My trade & talent donation ^^
707,Hi Yoosung.
YOOSUNG,It’s time for me to faint soon T_T
YOOSUNG,I drank chocolate milk.
707,Oh. You did?
YOOSUNG,"Right now, I’m just lying on my bed covered in a blanket."
YOOSUNG,"This will do, right?"
MC,Native Yoosung… Good bye.
JAEHEE,Ya… Good bye.
707,"Don’t worry, I’ll make sure he goes well."
MC,lololol So cute.
YOOSUNG,I am a bit cute.
YOOSUNG,"I’ll come back alive, MC!"
707,Oh!! Right!!
YOOSUNG,Why?!
707,Did you… turn on a humidifier in ur room?
YOOSUNG,A humidifier?
707,Yeah…
YOOSUNG,I need a humidifier? Why?
707,That
707,is
707,because
YOOSUNG,Hurry!!
YOOSUNG,I’mm gonna fainyt soon
707,omg it’s already time.
707,We’re in trouble.
707,What do we do about the humidifier.
707,Yoosung
707,do u have any last words
YOOSUNG,What!?
707,If u don’t turn on a humidifier… u will…
707,I’m sorry.
707,For not being able to protect u.
YOOSUNG,You’re not saying…
MC,^^;
JAEHEE,This is such a joke.
MC,lololololol
YOOSUNG,Why is this funny T_T
YOOSUNG,You guys are mean…
YOOSUNG,"But I’ll miss you, MC…"
MC,Hurry and turn on the humidifier right now!!
707,Ya. Hurry up.
YOOSUNG,Nooooo T_T
YOOSUNG,My hagdnds are shaking!
JAEHEE,What is he saying?
707,I think he meant his hands are shaking.
YOOSUNG,"I may never wake up again, right?"
707,"Ya. Well, something like that."
YOOSUNG,My last words…
YOOSUNG,Gahh… I’m tearing up.
YOOSUNG,"I love everyone, and I’ll forgive V. And"
707,You forgave him. Good.
YOOSUNG,"Seven, I’m sorry! I accidentally stepped on ur figurine two weeks ago and secretly threw it away…"
JAEHEE,lol
YOOSUNG,"MC… We didn’t get to know each other well, but I liked you."
MC,!?
YOOSUNG,Don’t react like that T_T
MC,So cute lolol
YOOSUNG,I’ll remain as the cute boy till the end…
YOOSUNG,"Elizabeth, I’m sorry I couldn’t play with you more. And my first love in fifth grade, Areum, I’m sorry I didn’t return ur eraser, and mom and dad, thank you for sending me to college."
YOOSUNG,Huh…
YOOSUNG,Seven left?
YOOSUNG,But when do u think I’ll faint?
JAEHEE,You will not faint.
YOOSUNG,Why!?
MC,The clock stopped in this world.
JAEHEE,What are you talking about.
JAEHEE,Let’s stop fooling Yoosung.
MC,You were tricked.
JAEHEE,Ya…
YOOSUNG,What…?
JAEHEE,You are a fish on a hook.
JAEHEE,Struggling to stay alive.
YOOSUNG,!?
YOOSUNG,"Se, seven?"
YOOSUNG,Where did he go!?
JAEHEE,He ran away.
YOOSUNG,…I…
YOOSUNG,…I don’t have an incurable disease?
JAEHEE,He said it’s rare. No one said it’s incurable.
JAEHEE,And it’s not even a rare disease.
YOOSUNG,Thank god… Thank god…!
YOOSUNG,I’m so glad to be alive… Seriously… I thought…
YOOSUNG,Gah… I’m gonna cry.
YOOSUNG,I love everyone.
YOOSUNG,Really….
JAEHEE,;; Aren’t you mad?
YOOSUNG,Mad?
MC,"Yoosung, you are so naive.;;;"
JAEHEE,You are very naive.
JAEHEE,You took Luciel’s lie so seriously.
MC,Seven lied to you that you have a disease.
YOOSUNG,Huh…?!
YOOSUNG,omg… he did.
YOOSUNG,My god…
YOOSUNG,"MC, comfort me…"
YOOSUNG,I was completely fooled T_T
MC,Congrats on being fooled.
JAEHEE,Congratulation.
YOOSUNG,I am not happy about this!
MC,There there…
YOOSUNG,I think he did something like this before. He got me again… T_T
YOOSUNG,He’s so mean…
JAEHEE,How foolish to fall in to the same trap several times.
YOOSUNG,T_T
YOOSUNG,"Seven has a lot of data and knows a lot, so I end up believing whatever he says…"
YOOSUNG,"MC, even if we become good friends, u can’t fool me like that. Okay?"
MC,"I’ll protect you, little boy."
YOOSUNG,Omg…
YOOSUNG,So you are older than me…
JAEHEE,I do not wish to partake in that conversation.
MC,You should tell Jaehee that.
JAEHEE,Why me;;;
JAEHEE,I do not fool people.
MC,I’ll do what my heart desires.
YOOSUNG,Gah…
YOOSUNG,Is that heart… beating for me?
JAEHEE,Did you put something strange in your chocolate milk?
YOOSUNG,I’m so full from the milk.
YOOSUNG,I’ll go play another round just to get myself back to reality.
JAEHEE,Playing games in the morning…? I wonder if you will actually play just one round.
YOOSUNG,Probably two rounds… or actually three.
JAEHEE,"Anyways, I am glad this prank is over."
JAEHEE,I should go now. Still have a lot of work to do at home.
MC,"Have a good day, Jaehee."
JAEHEE,Thank you. Bye
MC,"Yoosung, cheer up. ^^"
YOOSUNG,Thank you! I will!
MC,It’s V!
V,"MC, hello."
MC,"V, you’re online."
V,Yes. I hope you’ve been well.
V,I see I’ve come at an awkward time.
V,I came to announce the party schedule.
V,I am sorry my reply is late. It must be uncomfortable for you.
MC,It’s fine.
V,Yoosung is online as well.
YOOSUNG,Yeah…
MC,"Hello, Yoosung!"
V,Oh. Yoosung. You’re here.
YOOSUNG,Hello…. MC.
V,I’m sorry that I can’t come in more often.
YOOSUNG,So you decided to hold the party?
V,Yes.
V,I’ve been keeping an eye out the past couple of days…
V,And I think MC is safe.
V,Luciel built a security system just in case something happens.
YOOSUNG,Seven said…
YOOSUNG,he was locked in at work;;
YOOSUNG,Did you do it by any chance?
V,Luciel said that?
V,That’s… a pity.
V,It’s probably because he had multiple projects at the same time and had to hurry up and finish one.
YOOSUNG,Hmm.
V,I actually discussed with Luciel the earliest date we can hold the party.
V,"It may feel a bit too soon, but I think it would be best to hold it in a week."
YOOSUNG,A week!?
MC,"What do you think, Yoosung?"
YOOSUNG,I don’t really think it’s a good idea.
YOOSUNG,We might not be able to gather a lot of people if it’s in a week.
V,I plan to have a simpler party this time.
YOOSUNG,Shouldn’t u have asked for our opinion before deciding that?
V,Considering the situation… the party must be held a week from now.
YOOSUNG,What situation?
V,It’s the first party MC is going to hold.
V,I thought she would be too burdened if the party becomes too grand.
MC,You cared for me.
YOOSUNG,"You have a very positive mind, MC…"
YOOSUNG,I would have been a bit angry if I were you for not discussing this with me.
V,"Thank you for being understanding, MC."
YOOSUNG,I do not understand why MC is accepting this so easily.
MC,It would have been nice if you discussed this together…
YOOSUNG,I know.
YOOSUNG,The members of this organization aren’t here to just take orders from you.
YOOSUNG,Shouldn’t u have discussed this with us?
V,I apologize for deciding things my way this time.
V,"If there is anything else to discuss, I will."
MC,I don’t feel burdened…
V,"But still, it is dangerous to have the party too big from the beginning."
V,I think it will be better to expand it gradually.
YOOSUNG,…
V,There are members who still have good relationships with prior party guests
V,so things will be carried out fast.
V,If MC handles this work well
V,then I think there won’t be a problem with holding the party next week.
MC,I will have to work together with the organization members.
V,Yes. That’s true.
V,Team work is important.
MC,We should hurry and gather guests.
V,Everyone will work together to gather guests.
V,"Since we do not have much time, I hope you don’t go too overboard."
YOOSUNG,Hosting a party in a week… It feels impossible.
YOOSUNG,"If we were going to hold the party in a week, we could have had at least 60 parties in the past year and a half."
V,You know that we couldn’t hold the party because Zika is not here.
YOOSUNG,We could have done it without her.
YOOSUNG,If only you took her place.
V,I… can’t replace Rika.
YOOSUNG,I think that you would have been able to do it.
YOOSUNG,You’re the one who created RFA with Rika.
YOOSUNG,"But ever since she passed away, you haven’t done anything for the organization."
YOOSUNG,Other than suddenly appearing like this and telling us your decisions.
YOOSUNG,I feel like you are only trying to avoid the organization’s work and traces of her.
V,You are misunderstanding me.
MC,Maybe V has his own reasons?
YOOSUNG,"If he does, it would be nice for him to tell us…"
YOOSUNG,It’s so hard to just even talk to him
YOOSUNG,how could I know what’s going on with him?
MC,"Yoosung, you should calm down a bit."
YOOSUNG,…Okay.
YOOSUNG,I was a bit worked up.
YOOSUNG,Thank you for pointing it out.
V,I’m sorry… that I was that way.
YOOSUNG,That’s not what I want to hear.
YOOSUNG,I just feel like you’re trying to run away.
V,That’s not true.
YOOSUNG,From Rika.
MC,But Yoosung does have a point.
V,It is not that I don’t acknowledge what Yoosung is saying.
V,I understand that he does not trust me.
YOOSUNG,It’s not as if we just have one or two doubts.
YOOSUNG,The organization was so honest before.
YOOSUNG,I feel like it’s covered with secrets now because of you.
YOOSUNG,And this is a different story but…
YOOSUNG,Why do you only discuss important things with Seven?
V,Luciel is in charge of handling classified information?
YOOSUNG,Why do we need classified information in this organization?
YOOSUNG,I feel like you are using Seven to make more secrets.
YOOSUNG,"If you tell him to, Seven will just like to us, right?"
V,Luciel did nothing wrong.
V,The reason why we have classified information is… because there were a lot of things Rika took care of while maintaining secrecy.
V,She collected all that information at her apartment.
YOOSUNG,"If what you are saying is true,"
YOOSUNG,then can’t we just get rid of the classified information… now that Rika is gone?
V,It is not that simple.
V,I’m sorry. I’ll explain more in detail next time when I get the chance.
V,I have to leave now.
V,"When I have time, I’ll participate as soon as possible to help with the party."
V,I hope you do not react too emotionally to what I say.
V,"I really cherish you, Yoosung."
YOOSUNG,…
V,I’ll leave now.
V,Thank you for trying hard for the organization. I’m always thankful…
MC,"V, good bye."
V,Good bye.
MC,"I think deep in his heart, Yoosung understands too."
V,I hope so.
MC,Cheer up. We’re able to hold the party now anyways.
YOOSUNG,Yes… You’re right.
YOOSUNG,Sorry. I was too emotional.
YOOSUNG,I can’t control myself in front V.
YOOSUNG,It’s been more than a year and a half since I heard his voice.
YOOSUNG,"He should feel like a stranger at this point, but that’s not the case…"
YOOSUNG,…But I’m sure Rika will be happy about this decision up there.
YOOSUNG,But I don’t know how we’ll manage to hold the party in a week…
YOOSUNG,I’m worried it might get too difficult for you.
MC,I’ll be fine. We can all try hard together.
YOOSUNG,Thank you for saying that.
YOOSUNG,I still don’t like V…
YOOSUNG,but I feel healed thanks to you.
YOOSUNG,"I’m sorry for being such a child, MC."
YOOSUNG,"I’m… a bit embarrassed, so I’ll leave."
JAEHEE,First…
JAEHEE,the date is set. That’s a relief.
MC,"Hello, Jaehee."
JAEHEE,"Hello, MC."
JAEHEE,I thought Mr. Han was going to spend the day with his cat;;
MC,"Jaehee, how is your break?"
JAEHEE,I was at home but was forced back to the company…
MC,Did Jumin interfere again?
JAEHEE,"Not directly… but if you think about it, that is what happened."
JAEHEE,Mr. Chairman suddenly scheduled a business trip for Mr. Han
JAEHEE,so I had to return to the company.
MC,omg…
JAEHEE,Mr. Chairman suddenly scheduled a business trip for Mr. Han
JAEHEE,so I had to return to the company.
JAEHEE,I thought Mr. Han was going to spend the day with his cat;;
JAEHEE,"To be more exact, Mr. Han"
JAEHEE,was “dragged” away…
JAEHEE,But…
JAEHEE,he left his cat with me.
JAEHEE,He told me to send a photo so I did.
JAEHEE,This creature called cat
JAEHEE,It wouldn’t be bad to leave it in an empty house for a day.
JAEHEE,Don’t you think so?
JAEHEE,Can a cat not stay in an empty house for even a single day?
JAEHEE,Thanks to that
JAEHEE,…the company is the cat’s playground.
JAEHEE,Is Luciel here?
JAEHEE,He could come here to play with the cat for a while
JAEHEE,or how about just taking it and keeping it temporarily?
MC,"Yoosung, hello~"
YOOSUNG,MC ^^ I’m here
MC,I feel too bad for the cat to leave it with Seven.
JAEHEE,…That is true. Even the cat would feel safer under my care.
JAEHEE,"Besides, if I leave it with Seven"
JAEHEE,Mr. Han will go crazy again.
JAEHEE,I haven’t even seen Seven in this chat room recently.
YOOSUNG,Seven doesn’t log in very often.
YOOSUNG,He might be meeting with V and planning something in secret…!
MC,He may be.
YOOSUNG,"Yeah… To be honest, that’s what I think."
MC,Trust him a bit more. He is important to the organization.
JAEHEE,MC has a point.
JAEHEE,If you do not trust the decision maker in this organization
JAEHEE,you will not feel happy even if you remain in the group.
YOOSUNG,…I’ll try to do so.
YOOSUNG,If I could get to trust V.
YOOSUNG,Really…
YOOSUNG,What the hell is Seven doing?
YOOSUNG,I still haven’t gotten back at him about that chocolate milk!
YOOSUNG,Oh right.
YOOSUNG,I… have shocking news!
YOOSUNG,Guess what it is!
MC,Did you get a girlfriend?
YOOSUNG,No…
YOOSUNG,Don’t do that to me T_T
YOOSUNG,That’s not it…
MC,Are you pregnant?
JAEHEE,-_-
YOOSUNG,lololol
MC,"You didn’t quit gaming, did you?"
YOOSUNG,I did.
JAEHEE,!?
YOOSUNG,I quit LoLoL.
YOOSUNG,I want to raise my TOEIC scores before my finals.
MC,Why TOEIC all of a sudden?
YOOSUNG,Oh. That’s because…
MC,Amazing. Quitting all at once!
YOOSUNG,I know right? lolol
YOOSUNG,I was surprised myself.
YOOSUNG,I thought to myself that I have to quit and I just did it.
JAEHEE,That is a bit surprising.
YOOSUNG,"To be honest, out of everyone in this organization… I think I’m the most normal one."
YOOSUNG,I want to build up my resume…!
MC,You’re finally becoming an adult.
JAEHEE,It is too early to feel relief.
JAEHEE,You cannot think lightly of game withdrawal symptoms.
YOOSUNG,I am not affected by things like that!
JAEHEE,We’ll see.
YOOSUNG,I’m going to take this opportunity to build up my resume.
MC,"Yoosung, you’re not that normal."
YOOSUNG,What… Really?
JAEHEE,I guess…
JAEHEE,Knowing the members of RFA itself is not normal.
JAEHEE,"Although, a college student addicted to games is normal."
YOOSUNG,I want to try hard and become someone special like everyone else.
MC,Don’t really like guys who only have good resumes.
YOOSUNG,Oh… I knew it.
YOOSUNG,You know how to look into people’s hearts.
JAEHEE,Parents always say.
JAEHEE,Marriage is reality.
YOOSUNG,Love is reality.
JAEHEE,That’s romantic but will love put food on your plate?
YOOSUNG,"Jaehee, you’re so cynical~!"
JAEHEE,It’s important to build up your resume…
JAEHEE,But I think it’s more important
JAEHEE,to know what you want to do.
YOOSUNG,Like a dream job?
JAEHEE,"Similar, but it must be realistic."
JAEHEE,It is dangerous to walk on a path without a clear goal.
YOOSUNG,If I pass exams and get good English grades
YOOSUNG,don’t I automatically get a job after college?
MC,Yoosung… You’re so cute.
YOOSUNG,Hehe
JAEHEE,The employment market is not a vending machine.
JAEHEE,You do not get a job just by putting in a good resume.
MC,Tsk tsk…
JAEHEE,…Tsk tsk seconded.
YOOSUNG,I’m suddenly so confused!
JAEHEE,This is my advice as someone who has more experience in life.
JAEHEE,I also simply went with the flow
JAEHEE,without a clear goal…
JAEHEE,just thinking all I had to do
JAEHEE,was try hard.
JAEHEE,And I am satisfied to a certain degree with my current assistant job…
JAEHEE,But I am worried it will be difficult to advance further.
JAEHEE,And now I have forgotten
JAEHEE,what I wanted to do.
YOOSUNG,No…
JAEHEE,It is quite sad but I am comforted by the fact that I earn a living.
MC,So sad T_T The life of an employee.
YOOSUNG,Gahh~ It’s so sad.
JAEHEE,"It is, but this is the bitter reality."
MC,"Still you are a capable and awesome career woman, Jaehee."
JAEHEE,Thank you.
JAEHEE,I feel a bit better.
YOOSUNG,"MC, what do you think about me studying for TOEIC?"
MC,You can get a girlfriend at the TOEIC academy or in a club.
YOOSUNG,T_T
YOOSUNG,I’m not looking forward to it to be honest…
JAEHEE,An academy is a great place for young people to get along.
JAEHEE,Why don’t you stay possible?
YOOSUNG,"Jaehee, you’re against Zen getting a girlfriend."
YOOSUNG,Then why are you telling me this…
JAEHEE,"Because you are not Zen, Yoosung."
YOOSUNG,This is hard;;;
MC,I think trying something new always helps.
YOOSUNG,"Wow…! Honestly, I think so too."
YOOSUNG,"Last year, I learned the awesome Korean drinking culture at the Wear Proper Socks club."
JAEHEE,I understand you mean well but I don’t think the example is appropriate.
YOOSUNG,Haha.
YOOSUNG,I…
YOOSUNG,"want to do something more meaningful than playing games,"
YOOSUNG,I want to become… stronger.
YOOSUNG,Although I’m not a genius like Seven
YOOSUNG,or an elite like Jaehee…
JAEHEE,"If that is the case, you need a specific plan."
YOOSUNG,Yes… So just before.
YOOSUNG,I raged a little bit…
YOOSUNG,and I looked into this group called Shoe Size TOEIC Scores.
YOOSUNG,And everyone has big feet.
JAEHEE,;;;
MC,"lololol Yoosung, do you have big feet?"
YOOSUNG,I’m… a size 260.
YOOSUNG,Haha. I’m blushing.
MC,Should I invite them to the party…?
JAEHEE,Are you serious?
YOOSUNG,I think it might be a good idea! lol
YOOSUNG,I’ll tell them to contact you.
YOOSUNG,Although they aren’t good as their shoe sizes… they are very positive.
JAEHEE,I’ll get going now.
YOOSUNG,I’m gonna go flip through some TOEIC practice books~
MC,"Good luck, Yoosung ^^"
YOOSUNG,Thank you ^^
MC,"Good bye, Jaehee."
JAEHEE,Yes. Good bye.
MC,"Zen, what are you doing?"
ZEN,I was looking into the mirror.
ZEN,My reflection is so beautiful I can’t take my eyes off it.
MC,Hey! It’s handsome Zen.
ZEN,"Haha… You have a good eye, MC."
ZEN,You know what.
ZEN,I was just looking into the mirror.
ZEN,My reflection is so beautiful I can’t turn my eyes away.
ZEN,I think I understand what it means for the mirror to get jealous.
ZEN,And also.
ZEN,The model agency I met today asked me if I could model for them.
ZEN,Man…
ZEN,This chiseled face is bringing work from everywhere.
ZEN,It’s a problem.
MC,On the brink of madness.
ZEN,My looks make me this way.
ZEN,It’s hard for me too… Seriously.
MC,It’s a serious problem. What do we do? Everyone’s eyes will freeze.
ZEN,That’s what I mean…
ZEN,I see that our beauty standards are the same.
MC,Narcissist…
ZEN,A narcissist is a narcissist because he’s handsome.
ZEN,lol
MC,"Yoosung, you’re not going to play games?"
YOOSUNG,I said I quit LOLOL. lol
ZEN,Is that for real…
YOOSUNG,Yup. I’m studying for TOEIC.
ZEN,Our kid has changed;;
MC,Ssup Yoosung.
YOOSUNG,Ssup~!
ZEN,Who the hell says sup these days. Where did you put your good senses?
YOOSUNG,Why lol. You used a 90s greeting too last time.
ZEN,"Seeing how I look in the mirror, I don’t want to tell people how old I am lol"
ZEN,I’ll forever be the young hot guy.
YOOSUNG,Zen
YOOSUNG,When you’re too narcissistic you sort of become douchey..
ZEN,Did you just call me douchey…
ZEN,I’m good looking. What can I do? lol
YOOSUNG,Since we’re talking about looks.
YOOSUNG,Don’t I look okay?
MC,lol Not bad.
YOOSUNG,Really?
YOOSUNG,I guess I’m not really your type… T_T
MC,Not my type.
YOOSUNG,T_T
YOOSUNG,That’s sad…
MC,You’re okay.
YOOSUNG,Oh… Thank you!
ZEN,What’s to thank?;;;
ZEN,She just said you’re okay.
MC,You’re attractive ^^
YOOSUNG,"Haha, thanks!"
YOOSUNG,I feel good~
ZEN,You don’t look so bad.
YOOSUNG,Then why can’t I get a girlfriend?
YOOSUNG,Is there something wrong with me?
YOOSUNG,"MC, do you know!?"
MC,Because you’re slow.
ZEN,A little bit…
YOOSUNG,I’m slow!?
YOOSUNG,What… I don’t think so T_T
MC,Because you’re frigid.
ZEN,Ya. Kinda agree with that.
YOOSUNG,T_T
YOOSUNG,I’m so sad I never had a girlfriend.
MC,Because you’re addicted to games.
YOOSUNG,"Then since I quit, I’ll get one now!"
YOOSUNG,Hooray!
ZEN,Hooray;;
ZEN,I think you’ll look more manly if you dress better.
JAEHEE,"1. No, because you are short."
ZEN,"lmaoooo Jaehee, that’s the first thing you want to say? lol"
ZEN,Sorry… She says you’re too short.
MC,"Hello, Jaehee."
JAEHEE,Hello.
MC,I like guys who are short.
ZEN,Oh~
YOOSUNG,Oh… My heart just jumped!
YOOSUNG,So I have hope too?
MC,lmao
YOOSUNG,Don’t laugh! T_T
JAEHEE,"2. No, because you spend too much time playing LOLOL"
ZEN,Yup. No more games.
YOOSUNG,I quit~!
JAEHEE,3. You are not wild enough.
ZEN,Yup.
YOOSUNG,!?
MC,Being wild is important!
ZEN,I agree.
YOOSUNG,Then I’m… T_T
ZEN,Try changing yourself like me.
YOOSUNG,Grrrrr grrrrr??
ZEN,What are you doing right now.
JAEHEE,I will continue.
MC,I think that’s a bit subjective.
YOOSUNG,Right?
ZEN,So you admit you’re not wild.
YOOSUNG,Being gentle is a charm on its own~!
JAEHEE,4. Please throw away your hoodie.
ZEN,Uhm.. That’s…;;
YOOSUNG,;; I can’t throw away my hoodie! It’s like my skin!
MC,It’s tacky to be honest.
YOOSUNG,Omg…
ZEN,So straightforward.
YOOSUNG,My feelings…
ZEN,roflololol
MC,I think it’s cute.
YOOSUNG,Haha! See.
YOOSUNG,"I’m just not your type, Jaehee."
JAEHEE,Here is a good example.
YOOSUNG,Omg.
ZEN,It’s a photo of me; Why is it framed?
ZEN,I don’t know whose it is but she must really like me lol
MC,I’m going to save this~^^
JAEHEE,Sure^^
MC,No wonder you were so subjective Jaehee.
ZEN,So… you don’t like my photo?
MC,"No, I like it very much."
ZEN,So cute lol
ZEN,"Thanks, MC."
MC,Not really my type…
ZEN,Hmph.
